COD CLIENTE,COD UNID,COD SERVICIO,Compañía,Cliente,Unidad,Servicio,F. Inicio,Fecha Fin,Personal_Requerido,Personal_Estimado,Personal_Real,Déficit_Superávit,% Cobertura,Estado,Registros_Totales,Registros_Duplicados,Origen_Registro,Lider Zonal,Zona,MacroZona
,,,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,Tasa Omega Pucusana,JEFE DE GRUPO 12 HRS L/D (NOCHE),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,IMPALA TERMINALS PERU S.A.C.,Impala Local Mora Inspectores,INSPECTOR DE PATRIMONIO 12 HRS L/S DÍA,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,AGROINDUSTRIAL DEL PERU SOCIEDAD ANONIMA CERRADA,Guardianía El Pedregal,GUARDIAN 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo Selva SAC,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,Almacén Centenario Pucallpa,GUARDIAN 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,ORAZUL ENERGY PERU S.A.,Orazul Laguna Rajucolta,GUARDIAN 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,AGROINDUSTRIAL DEL PERU SOCIEDAD ANONIMA CERRADA,Guardianía Moquegua,GUARDIAN 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,"Zona C3 - Pulpo Faltos, PNP, Lic Sin Goce",AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,3,,inf,Sin_Datos,3,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),Residencia Sr. Carty,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,3,,inf,Sin_Datos,3,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),Planta Huachipa - Bombero,BOMBERO 24 HRS L/D,,,0,0.0,3,,inf,Sin_Datos,3,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Plaza Center Rex SMP,AGENTE SEGURIDAD ESPECIAL 12 HRS L/D (DÍA),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,CONAFOVICER,Conafovicer Sede Cercado de Lima,AGENTE SEGURIDAD 12 HRS L/D NOCHE,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,CORPORACION ANDINA DEL GAS PERU SOCIEDAD ANONIMA CERRADA,Newgas Manchay,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,RED DE ENERGIA DEL PERU SA,REP Patrulla Tumbes,AGENTE SEGURIDAD 12 HRS L/D DÍA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,MINSUR S. A.,Almacén CoreShack Chivay,GUARDIAN 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),La Positiva Sede Ilo,AGENTE SEGURIDAD 11 HRS L/V (DÍA),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,IMPALA TERMINALS PERU S.A.C.,Impala Local Mora,COORDINADOR DE SEGURIDAD 12 HRS L/S NIVEL 1 (DÍA),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),Planta Arequipa,INSPECTOR DE PATRIMONIO 12 HRS L/D DÍA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,TOYOTA DEL PERU S A,Toyota División de Vehiculos,AGENTE SEGURIDAD ESPECIAL 24 HRS L/D,,,0,0.0,3,,inf,Sin_Datos,3,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,Zona C10 - Pulpo Inducción,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,EMBAJADA DE FRANCIA,Embajada de Francia Residencia,JEFE DE GRUPO 12 HRS L/D DÍA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,NAVIMAX S.A.,Primax Pansur Lurin,AGENTE SEGURIDAD ESPECIAL 24 HRS L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,"Zona C10 - Pulpo Faltos, PNP, Lic Sin Goce",AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,CORPORACION PERUANA DE PRODUCTOS QUIMICOS S.A. - CPPQ S.A.,Serv. Adic. CPPQ Planta Ñaña,INSPECTOR DE PATRIMONIO 24 HRS L/S,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,MINSUR S. A.,Proyecto Quimsachata,GUARDIAN 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Aulario,AGENTE RECEPCIONISTA 08 HRS L/S (DÍA),,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),La Positiva Sede Puerto Maldonado,AGENTE SEGURIDAD 11 HRS L/V (DÍA),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN Sede Comas,AGENTE SEGURIDAD ESPECIAL 12 HRS L/S (DÍA),,,0,0.0,5,,inf,Sin_Datos,5,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,Serv. Adic. Repsol Miraflores Arequipa,AGENTE SEGURIDAD 12 HRS L/V NOCHE,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,ORYGEN PERU S.A.A.,Enel Gener. Guardianía Ventana 6,GUARDIAN 24 HRS L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,IMPALA TERMINALS PERU S.A.C.,Impala Local Mora Inspectores,INSPECTOR DE PATRIMONIO 24 HRS L/D,,,0,0.0,8,,inf,Sin_Datos,8,0,Solo_Asignado,,,
,,,J&V Resguardo Selva SAC,J & V RESGUARDO S.A.C.,Región Iquitos - Pulpo Disponibles 8 y 12Hrs,GUARDIAN 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,PLUZ ENERGÍA PERÚ S.A.A.,Enel Distrib. Unidades Móviles Huaral,AGENTE CONDUCTOR 12 HRS L/D NOCHE,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,Zona N5 - Pulpo Vacaciones,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo Selva SAC,(en blanco),Shanusi Pampa Hermosa,JEFE DE GRUPO 12 HRS L/D DÍA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,Zona S7 - Pulpo Serv. Pend. Fact.,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,MEDLOG PERU S.A.,Medlog Almacén Nestor Gambetta Callao,AGENTE SEGURIDAD 12 HRS L/S DÍA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN Sede Cajamarca,AGENTE SEGURIDAD ESPECIAL 12 HRS L/S (DÍA),,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,LOS PORTALES S.A.,Los Portales Gran Jardin Ticino Santa Anita,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,RED DE ENERGIA DEL PERU SA,Terreno Viru,GUARDIAN 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,INMUEBLES LIMATAMBO S.A.,Pardo y Aliaga Supervisión,SUPERVISOR SEGURIDAD 12 HRS L/S DÍA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),Seguridad del Directorio ARB,SUPERVISOR GENERAL 15 HRS L/D DÍA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,PACIFICO COMPAÑIA DE SEGUROS Y REASEGUROS,Serv. Adic. Pacifico Cercado de Lima,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,8,,inf,Sin_Datos,8,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,AGROAURORA SOCIEDAD ANONIMA CERRADA - AGROAURORA S.A.C.,Planta Macacará,AGENTE CONDUCTOR 12 HRS L/D NOCHE,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN Sede Sur Chorrillos,AGENTE SEGURIDAD ESPECIAL 12 HRS L/S (DÍA),,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,TOYOTA DEL PERU S A,Toyota Local San Isidro,AGENTE SEGURIDAD ESPECIAL 12 HRS L/S (DÍA),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,Serv. Adic. Repsol Mellizas 2 Cañete,AGENTE SEGURIDAD 12 HRS L/D NOCHE,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,Planta Huachipa,INSPECTOR DE PATRIMONIO 24 HRS L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,KALLPA GENERACION S.A.,Serv. Adic. Kallpa  Cañon del Pato,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,APM Inland Principal & Demares,AGENTE RECEPCIONISTA 12 HRS L/D (DÍA),,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),La Positiva Sede Huánuco,AGENTE SEGURIDAD 11 HRS L/V (DÍA),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,"Zona C7 - Pulpo Faltos, PNP, Lic Sin Goce",AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,CONAFOVICER,Serv. Adic. Conafovicer VES,AGENTE SEGURIDAD 12 HRS L/D NOCHE,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,CORPORACION MG SOCIEDAD ANONIMA CERRADA,Edificio Chocavento,AGENTE SEGURIDAD DE ASCENSOR 24 HRS.L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,PULPO - PIURA,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,Guardianía Huachipa 17,GUARDIAN 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN Sede Ate,AGENTE SEGURIDAD 12 HRS L/D DÍA,,,0,0.0,3,,inf,Sin_Datos,3,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,ORAZUL ENERGY PERU S.A.,Orazul Presa Cirato Cajamarca,GUARDIAN 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),Planta La Concordia Trujillo,SUPERVISOR SEGURIDAD 24 HRS L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,METSO PERU S.A.,Metso Terreno Arequipa,GUARDIAN 24 HRS L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAPACCAY S.A.,Residencia San Isidro,RESGUARDO 12 HRS L/D NOCHE,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,COMPAÑIA MINERA COIMOLACHE S.A.,Mina Tantahuatay,AGENTE CONDUCTOR 12 HRS L/D NOCHE,,,0,0.0,3,,inf,Sin_Datos,3,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,RACIONALIZACION EMPRESARIAL SA,Guardianía Residencia Chaclacayo,GUARDIAN 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),La Positiva Sede San Isidro,AGENTE SEGURIDAD 12 HRS L/D DÍA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,"Zona S1 - Pulpo Faltos, PNP, Lic Sin Goce",AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,4,,inf,Sin_Datos,4,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Centrum,JEFE DE GRUPO 12 HRS L/D (NOCHE),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),Residencia Romero 5 A (TAREO),AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,3,,inf,Sin_Datos,3,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,UNIVERSIDAD PRIVADA DEL NORTE SAC,UPN Sede San Isidro Trujillo,AGENTE SEGURIDAD ESPECIAL 12 HRS L/S (DÍA),,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,REPSOL EXPLORACION PERU SUCURSAL DEL PER U,Repsol Lote 57,AGENTE CONDUCTOR 12 HRS L/D DÍA,,,0,0.0,4,,inf,Sin_Datos,4,0,Solo_Asignado,,,
,,,J&V Resguardo Selva SAC,(en blanco),Shanusi Pampa Hermosa,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,TEXTILES CAMONES S.A. BIC,Camones Guardianía Local Comas,GUARDIAN 24 HRS L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,PULPO - AREQUIPA,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,12,,inf,Sin_Datos,12,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,TEXTILES CAMONES S.A. BIC,Camones Guardianía Local Puente Piedra,GUARDIAN 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,MEDIFARMA S A,Medifarma Local Ate,AGENTE SEGURIDAD ESPECIAL 12 HRS L/S (DÍA),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,BANCO DE CREDITO DEL PERU,BCP Sede Central La Molina,ANALISTA DE INVESTIGACIÓN DE FRAUDE 08 HRS L/V (DIA),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,"Zona S3 - Pulpo Faltos, PNP, Lic Sin Goce",AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,Liderman Servicios S.A.C.,LIMA AIRPORT PARTNERS S.R.L.,LAP - Nuevo Aeropuerto,OPERARIO LOGÍSTICO 12 HRS L/D NOCHE,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,UNIMAR S A,Unimar Sede Callao,PREVENCIONISTA 24 HRS L/S,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SOCIEDAD ANONIMA,Planta Juliaca,INSPECTOR DE PATRIMONIO 24 HRS L/D,,,0,0.0,3,,inf,Sin_Datos,3,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,LABORATORIOS LANSIER S.A.C.,Lansier Local Breña,INSPECTOR DE PATRIMONIO 12 HRS L/V DÍA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),Trianon Local Surquillo II,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,Zona C5 - Pulpo Serv. Pend. Fact.,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,Liderman Servicios S.A.C.,LIMA AIRPORT PARTNERS S.R.L.,LAP - Nuevo Aeropuerto,OPERARIO LOGÍSTICO 12 HRS L/D DÍA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,"ROMERO  PAOLETTI, DIONISIO",Serv. Adic. Dionisio Romero Resguardos,RESGUARDO 12 HRS L/D DÍA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),Apex Residencia La Molina,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,3,,inf,Sin_Datos,3,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,TRANSALTISA S.A.,Serv. Adic. Transaltisa Nasca,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,Zona BIENESTAR SOCIAL - Pulpo SUBMA - SUBEN - DM(Alargados),AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,22,,inf,Sin_Datos,22,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),La Positiva Sede Cusco II,AGENTE SEGURIDAD 11 HRS L/V (DÍA),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,"Zona C6 - Pulpo Faltos, PNP, Lic Sin Goce",AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,5,,inf,Sin_Datos,5,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,Zona BIENESTAR SOCIAL - Pulpo SUBMA - SUBEN - DM(Alargados),AGENTE SEGURIDAD 08 HRS L/D TARDE,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo Selva SAC,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,Guardiania Rosanaico,GUARDIAN 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,CENTENARIO DESARROLLO URBANO S.A.C,Casablanca Terrenos CAS6 y 7 Chiclayo,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,APM TERMINALS CALLAO SOCIEDAD ANONIMA,APM Callao Security,AGENTE RECEPCIONISTA 08 HRS L/S (DÍA),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,PULPO - TRUJILLO,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,5,,inf,Sin_Datos,5,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),La Positiva Sede Miraflores Espinar,AGENTE SEGURIDAD 11 HRS L/V (DÍA),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,PLUZ ENERGÍA PERÚ S.A.A.,Enel Distrib. Guardianía Minicentral Yaso,GUARDIAN 24 HRS L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,BANCO DE CREDITO DEL PERU,BCP Resguardo Junior,RESGUARDO JUNIOR 12 HRS L/D (DIA),,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,CORPORACION PRIMAX S.A.,Pecsa Planta Huachipa,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,4,,inf,Sin_Datos,4,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Facultad de Educación,AGENTE SEGURIDAD 12 HRS L/S DÍA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",Southern Perú Ilo Central de Emergencias,"OPERADOR INCENDIOS, ALARMAS E INTRUSIONES 08 HRS L/D",,,0,0.0,3,,inf,Sin_Datos,3,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,Zona N2 - Pulpo Serv. Pend. Fact.,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,AJINOMOTO DEL PERU S A,Ajinomoto Planta Callao (Tareo),AGENTE RECEPCIONISTA 09 HRS L/V DIA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),La Positiva Sede Cajamarca,AGENTE SEGURIDAD 11 HRS L/V (DÍA),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,"Centro de Control - Pulpo DM,SUB,P.Paternidad, Lic.Goce,PP",AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,RACIONALIZACION EMPRESARIAL SA,La Planicie,GUARDIAN 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,"Región Tacna - Pulpo Faltos, PNP, Lic. Sin Goce",AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,4,,inf,Sin_Datos,4,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,"Región Trujillo - Pulpo Faltos, PNP, Lic. Sin Goce",AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,6,,inf,Sin_Datos,6,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,UNIMAR S A,Unimar Sede Callao,AGENTE CONDUCTOR 12 HRS L/D NOCHE,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),La Positiva Sede Chimbote,AGENTE SEGURIDAD 11 HRS L/V (DÍA),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),Neoagrum Local Miraflores,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,3,,inf,Sin_Datos,3,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),La Positiva Sede Trujillo,AGENTE SEGURIDAD 12 HRS L/S DÍA,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,(en blanco),Parque Fábrica Casa Grande Ascope Trujillo,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,25,,inf,Sin_Datos,25,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,J & V RESGUARDO S.A.C.,"Zona S5 - Pulpo Faltos, PNP, Lic Sin Goce",AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",Southern Perú Residencia Casuarinas,AGENTE SEGURIDAD DE RESIDENCIA 24 HRS L/D,,,0,0.0,2,,inf,Sin_Datos,2,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,Planta Huachipa,COORDINADOR DE SEGURIDAD 12 HRS L/S NIVEL 1 (DÍA),,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,CBC PERUANA S.A.C.,CBC Planta Sullana,JEFE DE GRUPO 12 HRS L/D DÍA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,BLUE PACIFIC OILS SOCIEDAD ANONIMA CERRADA - BLUE PACIFIC OILS S.,Blue Pacific Local Chimbote,AGENTE SEGURIDAD 24 HRS L/D,,,0,0.0,3,,inf,Sin_Datos,3,0,Solo_Asignado,,,
,,,J&V Resguardo S.A.C.,STATKRAFT PERU S.A.,Statkraft Proyecto Lupi,AGENTE CONDUCTOR 12 HRS L/D DÍA,,,0,0.0,1,,inf,Sin_Datos,1,0,Solo_Asignado,,,
