Cliente_Key,COD UNID,COD SERVICIO,Personal_Real,Cliente_Nombre,Cliente_Key_right,Unidad,Servicio,Personal_Estimado,Cliente_Nombre_right,Cliente,Estado
,,,0,,7044,22201, 53,1.0,RIMAC SEGUROS Y REASEGUROS,RIMAC SEGUROS Y REASEGUROS,SIN_DATOS
,,,0,,66944,22419, 41,1.1666666666666667,GESTION DE SERVICIOS AMBIENTALES S.A.C.,GESTION DE SERVICIOS AMBIENTALES S.A.C.,SIN_DATOS
113623,10311,626,3,COMPANIA MINERA ARES S.A.C.,113623,10311,626,3.0,COMPANIA MINERA ARES S.A.C.,COMPANIA MINERA ARES S.A.C.,EXACTO
22888,25582,118,2,IMPORTACIONES HIRAOKA S.A.C.,22888,25582,118,2.0,IMPORTACIONES HIRAOKA S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,EXACTO
98914,7699,F73,1,NEW COMPANY DEL PERU S.A.,98914,7699,F73,0.6666666666666666,NEW COMPANY DEL PERU S.A.,NEW COMPANY DEL PERU S.A.,SOBRECARGA
,,,0,,70588,22610,097,1.1666666666666667,REAL PLAZA S.R.L.,REAL PLAZA S.R.L.,SIN_DATOS
,,,0,,56913,19733, 42,1.1666666666666667,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,SIN_DATOS
,,,0,,7904,25145, 59,1.0,STROBBE INDUSTRIAL S.A.C.,STROBBE INDUSTRIAL S.A.C.,SIN_DATOS
124387,13067,M40,2,CBC PERUANA S.A.C.,124387,13067,M40,2.3333333333333335,CBC PERUANA S.A.C.,CBC PERUANA S.A.C.,FALTA
,,,0,,75979,6648, 42,1.1666666666666667,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,SIN_DATOS
,,,0,,124673,13135, 42,1.1666666666666667,DI PROPIEDADES S.A.,DI PROPIEDADES S.A.,SIN_DATOS
,,,0,,113623,15615, 42,1.1666666666666667,COMPANIA MINERA ARES S.A.C.,COMPANIA MINERA ARES S.A.C.,SIN_DATOS
,,,0,,119803,21147, 95,4.666666666666667,DP WORLD CALLAO S.R.L.,DP WORLD CALLAO S.R.L.,SIN_DATOS
,,,0,,85555,3411, 95,7.0,I & G HISPANIA S.A.C.,I & G HISPANIA S.A.C.,SIN_DATOS
108939,20925,I92,1,LIDERMAN SERVICIOS S.A.C.,108939,20925,I92,2.0,LIDERMAN SERVICIOS S.A.C.,LIDERMAN SERVICIOS S.A.C.,FALTA
,,,0,,23085,15134, 95,2.3333333333333335,YURA S.A.,YURA S.A.,SIN_DATOS
98454,25173,O63,1,XIMESA S.A.C.,98454,25173,O63,1.0,XIMESA S.A.C.,XIMESA S.A.C.,EXACTO
,,,0,,70588,6653, 95,4.666666666666667,REAL PLAZA S.R.L.,REAL PLAZA S.R.L.,SIN_DATOS
,,,0,,87857,18965, 95,2.3333333333333335,SOFTYS PERU S.A.C.,SOFTYS PERU S.A.C.,SIN_DATOS
,,,0,,86107,6623, 95,2.3333333333333335,REACTIVOS NACIONALES S A,REACTIVOS NACIONALES S A,SIN_DATOS
,,,0,,64432,2791, 95,4.666666666666667,CORPORACION PERUANA DE PRODUCTOS QUIMICOS S.A. - C,CORPORACION PERUANA DE PRODUCTOS QUIMICOS S.A. - C,SIN_DATOS
,,,0,,106680,9080, 95,2.3333333333333335,CONFECCIONES TRENTO S.A.C.,CONFECCIONES TRENTO S.A.C.,SIN_DATOS
23973,124,156,1,MEDIFARMA S A,23973,124,156,1.0,MEDIFARMA S A,MEDIFARMA S A,EXACTO
54550,25946,F35,1,HIPERMERCADOS TOTTUS S.A.,54550,25946,F35,1.1666666666666667,HIPERMERCADOS TOTTUS S.A.,HIPERMERCADOS TOTTUS S.A.,FALTA
94759,10146,885,2,AERO TRANSPORTE S A,94759,10146,885,1.1666666666666667,AERO TRANSPORTE S A,AERO TRANSPORTE S A,SOBRECARGA
,,,0,,86810,12985, 95,2.3333333333333335,HOTELERIA PERUANA S.A.C.,HOTELERIA PERUANA S.A.C.,SIN_DATOS
75608,2701,573,1,TECNOLOGICA DE ALIMENTOS S.A.,75608,2701,573,1.5,TECNOLOGICA DE ALIMENTOS S.A.,TECNOLOGICA DE ALIMENTOS S.A.,FALTA
,,,0,,81865,25030, 95,2.3333333333333335,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,SIN_DATOS
,,,0,,102591,8358,O41,1.1666666666666667,UNIVERSIDAD PRIVADA DEL NORTE SAC,UNIVERSIDAD PRIVADA DEL NORTE SAC,SIN_DATOS
55081,22668,Q26,1,MAERSK LOGISTICS & SERVICES PERU S.A.,55081,22668,Q26,1.0,MAERSK LOGISTICS & SERVICES PERU S.A.,MAERSK LOGISTICS & SERVICES PERU S.A.,EXACTO
,,,0,,140176,17997, 95,2.3333333333333335,AMBIPAR ENVIRONMENT PERU SOCIEDAD ANONIMA CERRADA,AMBIPAR ENVIRONMENT PERU SOCIEDAD ANONIMA CERRADA,SIN_DATOS
,,,0,,70588,13235, 41,5.833333333333333,REAL PLAZA S.R.L.,REAL PLAZA S.R.L.,SIN_DATOS
,,,0,,78929,22760, 41,1.1666666666666667,DORMESON S A,DORMESON S A,SIN_DATOS
82747,3370,469,1,FERREYROS SOCIEDAD ANÓNIMA,82747,3370,469,1.0,FERREYROS SOCIEDAD ANÓNIMA,FERREYROS SOCIEDAD ANÓNIMA,EXACTO
,,,0,,22739,25659, 53,1.0,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRA,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRA,SIN_DATOS
,,,0,,156823,22603, 95,9.333333333333334,CALIZA CEMENTO INCA S.A.,CALIZA CEMENTO INCA S.A.,SIN_DATOS
,,,0,,143212,19633, 95,6.0,COMPAÑIA MINERA SANTA LUISA S.A.,COMPAÑIA MINERA SANTA LUISA S.A.,SIN_DATOS
,,,0,,62007,22385, 41,7.000000000000001,CONTRANS S.A.C.,CONTRANS S.A.C.,SIN_DATOS
,,,0,,64608,25661, 95,2.3333333333333335,DIVECENTER S.A.C.,DIVECENTER S.A.C.,SIN_DATOS
,,,0,,119242,20962, 42,1.5,ORAZUL ENERGY PERU S.A.,ORAZUL ENERGY PERU S.A.,SIN_DATOS
99927,15272,113,2,PACIFICO COMPAÑIA DE SEGUROS Y REASEGUROS,99927,15272,113,2.3333333333333335,PACIFICO COMPAÑIA DE SEGUROS Y REASEGUROS,PACIFICO COMPAÑIA DE SEGUROS Y REASEGUROS,FALTA
,,,0,,7006,16445, 95,2.3333333333333335,REPSOL COMERCIAL SAC,REPSOL COMERCIAL SAC,SIN_DATOS
,,,0,,59493,9567, 41,1.1666666666666667,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
87857,18963,165,2,SOFTYS PERU S.A.C.,87857,18963,165,2.3333333333333335,SOFTYS PERU S.A.C.,SOFTYS PERU S.A.C.,FALTA
,,,0,,223108,26462, 95,9.333333333333334,OPERADORA DE TERMINALES DEL PACIFICO S.A.C.,OPERADORA DE TERMINALES DEL PACIFICO S.A.C.,SIN_DATOS
,,,0,,8330,23855, 95,2.3333333333333335,SAN FERNANDO S.A.,SAN FERNANDO S.A.,SIN_DATOS
,,,0,,56948,1466, 42,5.833333333333334,AEROPUERTOS DEL PERU S.A.,AEROPUERTOS DEL PERU S.A.,SIN_DATOS
7006,25580,Q91,1,REPSOL COMERCIAL SAC,7006,25580,Q91,1.1666666666666667,REPSOL COMERCIAL SAC,REPSOL COMERCIAL SAC,FALTA
,,,0,,7904,3410, 95,2.3333333333333335,STROBBE INDUSTRIAL S.A.C.,STROBBE INDUSTRIAL S.A.C.,SIN_DATOS
,,,0,,100425,7927, 95,3.0,AURIFERA SACRAMENTO S.A.,AURIFERA SACRAMENTO S.A.,SIN_DATOS
54550,23592,F35,2,HIPERMERCADOS TOTTUS S.A.,54550,23592,F35,3.5,HIPERMERCADOS TOTTUS S.A.,HIPERMERCADOS TOTTUS S.A.,FALTA
,,,0,,70588,13320, 41,1.1666666666666667,REAL PLAZA S.R.L.,REAL PLAZA S.R.L.,SIN_DATOS
7006,16397,387,1,REPSOL COMERCIAL SAC,7006,16397,387,1.1666666666666667,REPSOL COMERCIAL SAC,REPSOL COMERCIAL SAC,FALTA
,,,0,,8601,22838, 96,3.0,SOCIEDAD MINERA EL BROCAL S.A.A.,SOCIEDAD MINERA EL BROCAL S.A.A.,SIN_DATOS
,,,0,,141641,26567, 95,2.3333333333333335,CBC MARKET S.A.C.,CBC MARKET S.A.C.,SIN_DATOS
,,,0,,161437,24629, 95,2.3333333333333335,CONAFOVICER,CONAFOVICER,SIN_DATOS
,,,0,,117452,11122, 18,1.0,LAU VIDAL S.A.C,LAU VIDAL S.A.C,SIN_DATOS
111643,19781,460,4,INVERSIONES NUEVA METROPOLI S.A.C.,111643,19781,460,3.5,INVERSIONES NUEVA METROPOLI S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,SOBRECARGA
59493,19539,519,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,19539,519,1.1666666666666667,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,FALTA
,,,0,,122009,12675, 48,1.0,SHOUGANG HIERRO PERU S.A.A.,SHOUGANG HIERRO PERU S.A.A.,SIN_DATOS
66965,22932,607,2,UNIVERSIDAD DE PIURA,66965,22932,607,2.0,UNIVERSIDAD DE PIURA,UNIVERSIDAD DE PIURA,EXACTO
163889,23477,E10,2,INVERSIONES KANDOO S.A.C.,163889,23477,E10,1.1666666666666667,INVERSIONES KANDOO S.A.C.,INVERSIONES KANDOO S.A.C.,SOBRECARGA
,,,0,,22995,19393,080,1.1538461538461537,RACIONALIZACION EMPRESARIAL SA,RACIONALIZACION EMPRESARIAL SA,SIN_DATOS
,,,0,,126664,13486, 95,7.0,CERAMICA SAN LORENZO SAC,CERAMICA SAN LORENZO SAC,SIN_DATOS
152599,21704,100,1,GSP TRUJILLO S.A.C.,152599,21704,100,1.0,GSP TRUJILLO S.A.C.,GSP TRUJILLO S.A.C.,EXACTO
,,,0,,73633,2421,932,1.0,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,SIN_DATOS
,,,0,,75608,2696, 95,2.3333333333333335,TECNOLOGICA DE ALIMENTOS S.A.,TECNOLOGICA DE ALIMENTOS S.A.,SIN_DATOS
,,,0,,81865,8593, 41,3.5,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,SIN_DATOS
,,,0,,156823,22615, 95,9.333333333333334,CALIZA CEMENTO INCA S.A.,CALIZA CEMENTO INCA S.A.,SIN_DATOS
78042,4418,444,3,APM TERMINALS CALLAO SOCIEDAD ANONIMA,78042,4418,444,2.3333333333333335,APM TERMINALS CALLAO SOCIEDAD ANONIMA,APM TERMINALS CALLAO SOCIEDAD ANONIMA,SOBRECARGA
134103,15640,P92,1,MINERA BOROO MISQUICHILCA S.A.,134103,15640,P92,1.0,MINERA BOROO MISQUICHILCA S.A.,MINERA BOROO MISQUICHILCA S.A.,EXACTO
,,,0,,56913,19727, 95,7.0,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,SIN_DATOS
22994,421,883,1,ANDERS PERU S.A.C.,22994,421,883,1.0,ANDERS PERU S.A.C.,ANDERS PERU S.A.C.,EXACTO
111643,18410,184,1,INVERSIONES NUEVA METROPOLI S.A.C.,111643,18410,184,1.1666666666666667,INVERSIONES NUEVA METROPOLI S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,FALTA
,,,0,,22743,273, 37,0.16666666666666666,AJINOMOTO DEL PERU S A,AJINOMOTO DEL PERU S A,SIN_DATOS
,,,0,,7409,8985, 42,1.1666666666666667,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,SIN_DATOS
80843,26657,G24,1,PERUBAR S A,80843,26657,G24,1.0,PERUBAR S A,PERUBAR S A,EXACTO
,,,0,,69289,26665, 42,1.5,MINSUR S. A.,MINSUR S. A.,SIN_DATOS
,,,0,,24097,142, 53,1.0,PERUFARMA S A,PERUFARMA S A,SIN_DATOS
,,,0,,90912,5050, 96,3.0,RED DE ENERGIA DEL PERU SA,RED DE ENERGIA DEL PERU SA,SIN_DATOS
,,,0,,22995,26504, 42,1.1666666666666667,RACIONALIZACION EMPRESARIAL SA,RACIONALIZACION EMPRESARIAL SA,SIN_DATOS
,,,0,,73633,2421, 95,11.666666666666668,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,SIN_DATOS
,,,0,,23544,292, 42,1.1666666666666667,BARREDA MOLLER S.CIVIL DE R.L.,BARREDA MOLLER S.CIVIL DE R.L.,SIN_DATOS
,,,0,,193002,25567, 42,1.1666666666666667,FUNDACION PEDRO Y ANGELICA DE OSMA GILDEMEISTER,FUNDACION PEDRO Y ANGELICA DE OSMA GILDEMEISTER,SIN_DATOS
105809,9827,151,1,VITAPRO S.A.,105809,9827,151,1.1666666666666667,VITAPRO S.A.,VITAPRO S.A.,FALTA
71436,17633,113,5,ALICORP SAA,71436,17633,113,4.666666666666667,ALICORP SAA,ALICORP SAA,SOBRECARGA
,,,0,,7139,23448, 95,4.666666666666667,BANCO DE CREDITO DEL PERU,BANCO DE CREDITO DEL PERU,SIN_DATOS
,,,0,,141495,18985, 95,2.3333333333333335,CONTUGAS S.A.C.,CONTUGAS S.A.C.,SIN_DATOS
,,,0,,62015,24667, 42,1.1666666666666667,INVERS.MARITIMAS UNIVERSALES PERU S.A,INVERS.MARITIMAS UNIVERSALES PERU S.A,SIN_DATOS
111643,18389,J27,1,INVERSIONES NUEVA METROPOLI S.A.C.,111643,18389,J27,1.0,INVERSIONES NUEVA METROPOLI S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,EXACTO
,,,0,,133433,26692, 41,1.1666666666666667,MANUFACTURERA Y DISTRIBUIDORA REGIONAL SOCIEDAD AN,MANUFACTURERA Y DISTRIBUIDORA REGIONAL SOCIEDAD AN,SIN_DATOS
,,,0,,158278,22811, 95,2.3333333333333335,AVIVEL SAC,AVIVEL SAC,SIN_DATOS
,,,0,,97938,17907, 41,1.1666666666666667,INSTITUTO DE EDUCACION SUPERIOR PRIVADO CIBERTEC S,INSTITUTO DE EDUCACION SUPERIOR PRIVADO CIBERTEC S,SIN_DATOS
,,,0,,125953,26340, 95,2.3333333333333335,TS - LOGISTIC S.A.C.,TS - LOGISTIC S.A.C.,SIN_DATOS
116220,10888,O17,1,CONCENTRIX BPO CONSULTING PERU SOCIEDAD ANONIMA CERRADA,116220,10888,O17,1.0,CONCENTRIX BPO CONSULTING PERU SOCIEDAD ANONIMA CE,CONCENTRIX BPO CONSULTING PERU SOCIEDAD ANONIMA CERRADA,EXACTO
,,,0,,200142,25751, 95,11.666666666666666,CORPORACION APEC SOCIEDAD ANONIMA CERRADA,CORPORACION APEC SOCIEDAD ANONIMA CERRADA,SIN_DATOS
,,,0,,135881,16364, 95,2.3333333333333335,MAESCANO INMOBILIARIA S.A.C,MAESCANO INMOBILIARIA S.A.C,SIN_DATOS
55985,19623,152,1,UNIMAR S A,55985,19623,152,1.1666666666666667,UNIMAR S A,UNIMAR S A,FALTA
,,,0,,71965,12905, 16,5.833333333333333,AEROPUERTOS ANDINOS DEL PERU S.A.,AEROPUERTOS ANDINOS DEL PERU S.A.,SIN_DATOS
102591,8356,100,1,UNIVERSIDAD PRIVADA DEL NORTE SAC,102591,8356,100,1.0,UNIVERSIDAD PRIVADA DEL NORTE SAC,UNIVERSIDAD PRIVADA DEL NORTE SAC,EXACTO
71146,2608,626,3,INMUEBLES LIMATAMBO S.A.,71146,2608,626,2.3333333333333335,INMUEBLES LIMATAMBO S.A.,INMUEBLES LIMATAMBO S.A.,SOBRECARGA
,,,0,,72263,3396, 95,11.666666666666668,INVERSIONES SAN BORJA S A,INVERSIONES SAN BORJA S A,SIN_DATOS
84207,4953,107,2,AMAUTA IMPRESIONES COMERCIALES SOCIEDAD ANÓNIMA CERRADA - AMAUTA,84207,4953,107,2.0,AMAUTA IMPRESIONES COMERCIALES SOCIEDAD ANÓNIMA CE,AMAUTA IMPRESIONES COMERCIALES SOCIEDAD ANÓNIMA CERRADA - AMAUTA,EXACTO
,,,0,,64990,4942, 26,1.0,FINANCIERA QAPAQ S.A.,FINANCIERA QAPAQ S.A.,SIN_DATOS
,,,0,,154977,22175, 95,2.3333333333333335,"GAGO PEREZ, ADRIAN GERARDO","GAGO PEREZ, ADRIAN GERARDO",SIN_DATOS
,,,0,,96577,7271, 53,1.0,IFF PERU S.A.,IFF PERU S.A.,SIN_DATOS
111643,18389,J23,1,INVERSIONES NUEVA METROPOLI S.A.C.,111643,18389,J23,1.1666666666666667,INVERSIONES NUEVA METROPOLI S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,FALTA
,,,0,,55080,22890, 95,2.3333333333333335,TRABAJOS MARITIMOS S.A.,TRABAJOS MARITIMOS S.A.,SIN_DATOS
98454,25173,P55,1,XIMESA S.A.C.,98454,25173,P55,1.0,XIMESA S.A.C.,XIMESA S.A.C.,EXACTO
,,,0,,163887,23476,L39,1.1666666666666667,INMOBILIARIA PISAC S.A.C.,INMOBILIARIA PISAC S.A.C.,SIN_DATOS
,,,0,,124671,13140, 95,2.3333333333333335,"LEON HELGUERO, ALEXANDRA","LEON HELGUERO, ALEXANDRA",SIN_DATOS
152595,21679,K23,14,MEDIC SER S.A.C.,152595,21679,K23,14.0,MEDIC SER S.A.C.,MEDIC SER S.A.C.,EXACTO
,,,0,,111592,13267, 95,2.3333333333333335,INVERSIONES CENTENARIO S.A.A.,INVERSIONES CENTENARIO S.A.A.,SIN_DATOS
,,,0,,7006,23732, 17,1.1666666666666667,REPSOL COMERCIAL SAC,REPSOL COMERCIAL SAC,SIN_DATOS
,,,0,,60004,1229, 95,2.3333333333333335,EDIFICIOS Y CONST. SANTA PATRICIA S.A.,EDIFICIOS Y CONST. SANTA PATRICIA S.A.,SIN_DATOS
,,,0,,9416,23095, 95,2.3333333333333335,URBANIZADORA JARDIN S A,URBANIZADORA JARDIN S A,SIN_DATOS
,,,0,,87857,25040, 95,4.666666666666667,SOFTYS PERU S.A.C.,SOFTYS PERU S.A.C.,SIN_DATOS
,,,0,,99927,15480, 95,2.3333333333333335,PACIFICO COMPAÑIA DE SEGUROS Y REASEGUROS,PACIFICO COMPAÑIA DE SEGUROS Y REASEGUROS,SIN_DATOS
,,,0,,112332,13455, 95,2.3333333333333335,CANTALLOC SOCIEDAD ANONIMA CERRADA - CANTALLOC S.A,CANTALLOC SOCIEDAD ANONIMA CERRADA - CANTALLOC S.A,SIN_DATOS
,,,0,,55124,947, 95,2.3333333333333335,CURPISCO S.A.C.,CURPISCO S.A.C.,SIN_DATOS
,,,0,,9463,22034, 59,1.0,BANCO INTERNACIONAL DEL PERU-INTERBANK,BANCO INTERNACIONAL DEL PERU-INTERBANK,SIN_DATOS
99112,7731,151,1,AGROAURORA SOCIEDAD ANONIMA CERRADA - AGROAURORA S.A.C.,99112,7731,151,1.1666666666666667,AGROAURORA SOCIEDAD ANONIMA CERRADA - AGROAURORA S,AGROAURORA SOCIEDAD ANONIMA CERRADA - AGROAURORA S.A.C.,FALTA
,,,0,,60191,25077, 95,2.3333333333333335,FABRICA DE ENVASES S.A,FABRICA DE ENVASES S.A,SIN_DATOS
,,,0,,111643,18385, 95,2.3333333333333335,INVERSIONES NUEVA METROPOLI S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,SIN_DATOS
,,,0,,77667,18966, 48,1.0,PESQUERA DIAMANTE S.A.,PESQUERA DIAMANTE S.A.,SIN_DATOS
,,,0,,98454,13411, 53,1.0,XIMESA S.A.C.,XIMESA S.A.C.,SIN_DATOS
7139,23449,351,1,BANCO DE CREDITO DEL PERU,7139,23449,351,1.0,BANCO DE CREDITO DEL PERU,BANCO DE CREDITO DEL PERU,EXACTO
,,,0,,99042,23164, 54,1.0,CUSHMAN & WAKEFIELD PERU S.A.,CUSHMAN & WAKEFIELD PERU S.A.,SIN_DATOS
,,,0,,56913,19733, 95,4.666666666666667,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,SIN_DATOS
,,,0,,71965,12907, 41,1.1666666666666667,AEROPUERTOS ANDINOS DEL PERU S.A.,AEROPUERTOS ANDINOS DEL PERU S.A.,SIN_DATOS
56948,26355,Q09,1,AEROPUERTOS DEL PERU S.A.,56948,26355,Q09,1.0,AEROPUERTOS DEL PERU S.A.,AEROPUERTOS DEL PERU S.A.,EXACTO
,,,0,,133433,15193, 37,0.16666666666666666,MANUFACTURERA Y DISTRIBUIDORA REGIONAL SOCIEDAD AN,MANUFACTURERA Y DISTRIBUIDORA REGIONAL SOCIEDAD AN,SIN_DATOS
89419,26620,E50,3,PLUZ ENERGÍA PERÚ S.A.A.,89419,26620,E50,2.3333333333333335,PLUZ ENERGÍA PERÚ S.A.A.,PLUZ ENERGÍA PERÚ S.A.A.,SOBRECARGA
,,,0,,7242,26639, 42,1.1666666666666667,TRANSPORTES CRUZ DEL SUR S.A.C.,TRANSPORTES CRUZ DEL SUR S.A.C.,SIN_DATOS
,,,0,,98454,13411, 95,11.666666666666666,XIMESA S.A.C.,XIMESA S.A.C.,SIN_DATOS
,,,0,,59493,17659, 42,1.1666666666666667,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
55081,8135,165,2,MAERSK LOGISTICS & SERVICES PERU S.A.,55081,8135,165,2.3333333333333335,MAERSK LOGISTICS & SERVICES PERU S.A.,MAERSK LOGISTICS & SERVICES PERU S.A.,FALTA
82747,4105,113,2,FERREYROS SOCIEDAD ANÓNIMA,82747,4105,113,2.3333333333333335,FERREYROS SOCIEDAD ANÓNIMA,FERREYROS SOCIEDAD ANÓNIMA,FALTA
111643,19783,460,3,INVERSIONES NUEVA METROPOLI S.A.C.,111643,19783,460,3.5,INVERSIONES NUEVA METROPOLI S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,FALTA
59493,17635,K98,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,17635,K98,1.0,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,EXACTO
121313,12465,113,2,QUIMTIA S.A.,121313,12465,113,2.3333333333333335,QUIMTIA S.A.,QUIMTIA S.A.,FALTA
,,,0,,70588,13239, 95,2.3333333333333335,REAL PLAZA S.R.L.,REAL PLAZA S.R.L.,SIN_DATOS
7592,4996,446,1,COMPAÑIA MINERA ANTAMINA S.A.,7592,4996,446,1.0,COMPAÑIA MINERA ANTAMINA S.A.,COMPAÑIA MINERA ANTAMINA S.A.,EXACTO
,,,0,,104439,23736, 95,2.3333333333333335,LITHO LASER S.A.,LITHO LASER S.A.,SIN_DATOS
,,,0,,81865,24985, 95,2.3333333333333335,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,SIN_DATOS
,,,0,,111212,26201, 23,4.666666666666667,H & M HENNES & MAURITZ S.A.C.,H & M HENNES & MAURITZ S.A.C.,SIN_DATOS
,,,0,,93918,24648, 95,4.666666666666667,CONSORCIO TRANSMANTARO S.A.,CONSORCIO TRANSMANTARO S.A.,SIN_DATOS
,,,0,,55712,25639,080,2.0,AGROINDUSTRIAL DEL PERU SOCIEDAD ANONIMA CERRADA,AGROINDUSTRIAL DEL PERU SOCIEDAD ANONIMA CERRADA,SIN_DATOS
63394,15973,519,1,ADIDAS PERU S.A.C,63394,15973,519,1.1666666666666667,ADIDAS PERU S.A.C,ADIDAS PERU S.A.C,FALTA
7592,4995,Q77,2,COMPAÑIA MINERA ANTAMINA S.A.,7592,4995,Q77,3.5,COMPAÑIA MINERA ANTAMINA S.A.,COMPAÑIA MINERA ANTAMINA S.A.,FALTA
,,,0,,59493,17658, 42,1.1666666666666667,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
,,,0,,126663,13484, 95,2.3333333333333335,DESARROLLO PLAZA GRAU SOCIEDAD ANONIMA CERRADA - D,DESARROLLO PLAZA GRAU SOCIEDAD ANONIMA CERRADA - D,SIN_DATOS
,,,0,,107110,25013,476,1.1666666666666667,EMPRESA METAL MECANICA S A EMEMSA,EMPRESA METAL MECANICA S A EMEMSA,SIN_DATOS
59493,17651,372,3,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,17651,372,3.0,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,EXACTO
,,,0,,55024,21151, 95,25.666666666666668,DP WORLD LOGISTICS S.R.L.,DP WORLD LOGISTICS S.R.L.,SIN_DATOS
,,,0,,69917,7525, 95,9.333333333333334,TRITON TRADING S.A.,TRITON TRADING S.A.,SIN_DATOS
,,,0,,126664,13485, 95,2.3333333333333335,CERAMICA SAN LORENZO SAC,CERAMICA SAN LORENZO SAC,SIN_DATOS
,,,0,,93917,21786, 95,2.3333333333333335,INTERCONEXION ELECTRICA ISA PERU S.A.,INTERCONEXION ELECTRICA ISA PERU S.A.,SIN_DATOS
144638,19987,E15,1,MINERA BARRICK PERU S.A.,144638,19987,E15,1.5,MINERA BARRICK PERU S.A.,MINERA BARRICK PERU S.A.,FALTA
112043,10043,L59,2,MALL PLAZA PERÚ S.A.,112043,10043,L59,4.666666666666667,MALL PLAZA PERÚ S.A.,MALL PLAZA PERÚ S.A.,FALTA
22739,21393,345,3,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRADA,22739,21393,345,3.5,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRA,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRADA,FALTA
,,,0,,137079,25873,080,1.1538461538461537,"PATRIMONIO EN FIDEICOMISO - D.LEG. N° 861, TITULO","PATRIMONIO EN FIDEICOMISO - D.LEG. N° 861, TITULO",SIN_DATOS
,,,0,,0056,3174, 42,1.1666666666666667,"","",SIN_DATOS
7592,10949,F97,9,COMPAÑIA MINERA ANTAMINA S.A.,7592,10949,F97,34.0,COMPAÑIA MINERA ANTAMINA S.A.,COMPAÑIA MINERA ANTAMINA S.A.,FALTA
,,,0,,132386,15042, 95,2.3333333333333335,TECNOMINA S.A.C,TECNOMINA S.A.C,SIN_DATOS
,,,0,,223807,26483, 95,2.3333333333333335,LAVALLENA S.A.C.,LAVALLENA S.A.C.,SIN_DATOS
,,,0,,119512,26568, 64,1.1666666666666667,"ROMERO GUZMAN, JOSE EDUARDO","ROMERO GUZMAN, JOSE EDUARDO",SIN_DATOS
